"","Acre","Alagoas","Amapa","Amazonas","Bahia","Blumenau e demais regioes","Brasilia","Ceara","Demais regioes","Espirito Santo","F.Iguatu-Medianeira-Cascavel-Toledo","Goias","Grande Campinas","Interior","Litoral Norte e Baixada Santista","Maranhao","Mato Grosso","Mato Grosso do Sul","Met. Curitiba","Met. de Sao Paulo","Met. do Rio de Janeiro","Met. Florianopolis e Sul","Met. Porto Alegre e Caxias do Sul","Met.BH-Centro Oeste-Zona Mata-C. Vertentes","Oeste","Para","Paraiba","Pernambuco","Piaui","Ribeirao Preto e Demais Mun. de Campinas","Rio Grande do Norte","Rondonia","Roraima","Sergipe","Sudeste de Goias","Sul","Tocantins","Triangulo mineiro","Vale do Aco-Norte-Vale Jequitinhonha","Vale do Paraiba e Ribeira"
"Honda - Civic Sedan Ex 1.6 16v Aut. 4p (nacion.)",NA,879.823874755382,NA,NA,1078.04543761639,759.944530046225,745.995804614924,728.059459459459,774.496163682865,709.472361809045,962.52619047619,1011.96446145435,988.886453839516,930.975159235669,872.450142450143,906.130952380952,874.1480858513,964.816,843.771773347324,937.682866386728,1110.83028083028,815.601895734597,986.841157110688,894.51001985918,687.576388888889,913.25283446712,938.693467336683,1117.80220264317,745.35,744.797988819426,814.468085106383,NA,NA,466.52,1056.77519379845,686.430275229358,892.254587155963,818.309061488673,1054.92270531401,842.55651958354
"Honda - Civic Sedan Ex 1.6 16v Mec. 4p (nacion.)",NA,1157.30379746835,NA,NA,960.579651941098,785.469696969697,807.591578226635,620.769392033543,710.280528052805,1141.39195979899,982.910662824208,965.677704194261,997.419037199125,965.576484018265,954.927419354839,NA,936.673469387755,628.688,843.289355992844,884.974325809194,1000.61081883178,673.794915254237,875.941402908469,882.243309002433,557.237623762376,828.778571428571,935.191256830601,990.861111111111,759.755980861244,721.673687151569,750.671532846715,NA,NA,NA,191.857718018273,829.647307985744,469.14,715.164527421237,1104.26,814.72119205298
"Honda - Civic Sedan Ex 1.7 16v 130cv Aut. 4p",NA,1010.92815249267,NA,657.45727662895,1212.15645845967,876.348886265499,917.58850931677,900.121238938053,837.655033360217,1124.97652016857,1088.02568093385,1090.37793330589,1148.83250191865,1163.74440052701,1111.35396039604,1116.5465921736,1118.33707865169,827.170297748729,956.479576835475,1070.76873895171,1276.27087025805,885.683804542526,1118.72803542298,1032.40628079627,870.268163167365,1126.82381413359,922.945544554455,1107.47482142878,897.80604534005,815.191481442094,1093.46478873239,NA,1398,1035.13068181818,1197.4375,757.671720500989,1737.91089108911,793.79580287668,949.626200065213,985.771584132745
"Honda - Civic Sedan Ex 1.7 16v 130cv Mec. 4p",NA,809.686746987952,761.06,659.58,1131.90223463687,950.030505243089,940.206307490144,962.904166666667,901.449620253164,1045.39013452915,919.728346456693,1039.09440175631,1107.1797752809,916.531185031185,862.858156028369,1116.14285714286,858.805031446541,811.17094017094,835.920856147337,1010.97145575642,1200.98898291554,966.535483870968,959.102231821455,1034.10593971631,663.723404255319,1078.66398390342,NA,797.476785714286,1260.9298245614,780.535894316009,620.67701863354,1051.72727272727,NA,923.25,NA,797.630379746835,NA,679.333333333333,591.074074074074,777.242733299337
"Honda - Civic Sedan Exs 1.8/1.8 Flex 16v Aut. 4p",1646.6581920904,1525.12267657993,1810.89540412044,1560.43868939269,1621.72226044677,1372.27642344771,1343.16149173708,1545.5918048546,1238.39900091077,1771.76464300983,1619.94205834684,1905.47290896488,1570.78455206168,1678.18021579771,1528.78362831858,1619.49361171705,1731.17749734639,1465.55285008977,1531.94690643097,1624.06748393941,1989.16670565872,1266.32729576625,1774.45966839924,1470.6501634713,1309.81771225919,1797.58758998972,1558.63536701621,1530.05360439798,1620.04862023653,1238.23059127347,1558.97816349384,1838.18279954037,1974.7104622871,1471.0819218804,1665.14012738854,1319.62260778266,2071.33179795374,1375.95889053987,1666.6665625,1532.30979764158
"Honda - Civic Sedan Lx 1.6 16v Aut. 4p",1237.76344086022,1020.55518829942,NA,1053.93709327549,1011.46948941469,844.99967036422,804.070056124133,844.649713631157,804.998473864937,1077.71289412971,956.590402917529,1078.04848260548,972.161322478817,980.057021912351,848.874756903928,487.74,992.03551609323,696.127765881513,852.817382383116,942.19437426189,1128.68496183483,763.144008056395,1010.87578013384,837.67986821333,857.379120879121,1035.77141096734,932.554307116105,959.008398323545,985.638968481375,710.668592106446,821.731762065095,792.135135135135,831.42,750.032397408207,776.197802197802,802.153846153846,884.472727272727,743.213092345079,895.585022026432,858.454302325581
"Honda - Civic Sedan Lx 1.6 16v Mec. 4p",769.93984962406,840.55592322965,NA,770.242382271468,986.817857891427,854.340699815838,783.124678455142,764.856901951337,771.583739623139,1006.22567811935,905.60152838428,1049.65717282352,965.167152890329,970.107740242703,960.895319148936,810.726293103448,767.707240293809,722.04523248834,830.464714155705,923.316693110648,1130.04496660936,731.441248470012,990.878692999358,829.060173879875,644.225433526012,1019.62540192926,789.675453047776,907.446020209183,750.728888888889,711.458451115477,1290.04770318021,645.5,574.28,652.77545691906,1085.98250728863,761.28415876361,1066.00357142857,747.5054894785,816.055456171735,876.946451261572
"Honda - Civic Sedan Lx 1.7 16v 115cv Mec. 4p",723.831325301205,1119.48772451228,1083.69017094017,1122.53300643792,1163.25678255743,911.385994134779,861.564959132518,937.918570432097,805.497408564062,1101.42972096042,924.24488506309,1167.68983905991,1070.72410833083,1097.139083763,992.842488081667,1063.38421710409,1002.62874049067,868.025176789207,916.271006153003,1056.35614445708,1338.87168883164,837.810572687225,1111.86557266804,956.988923456977,792.892680514342,1209.37388488035,865.2294921875,1052.95637427924,1063.93892045455,788.848399916335,1024.97589507198,1148.36996336996,879.08,808.804069208587,1038.85878352774,864.765231446764,1375.47900763359,801.964305427783,923.980237607499,922.537386817252
"Honda - Civic Sedan Lx/ Lxl 1.7 16v 115cv Aut 4p",1450.64571428571,1080.42483651828,1272.34074074074,1059.28804409674,1153.60303749071,915.498423499551,889.637361412892,1067.01107902889,893.90066873267,1179.80538363297,1001.5292709105,1177.14742820205,1088.52377032724,1192.16359960965,1003.83720447947,1126.61043733921,1046.35085536547,875.733789803662,966.008319377668,1110.02160330192,1309.05121584359,847.27971560525,1163.23761484021,1028.81052438943,796.262763784887,1246.4962141222,977.735641595508,1063.76456850854,1053.67633694512,806.906701871859,1011.82232563911,1398.64648315019,870.078431372549,802.33804004215,1077.86064235166,964.925965177895,1183.39939485628,819.544491420045,969.181722022425,951.575344491099
"Honda - Civic Sedan Lxb 1.6 16v 4p",NA,1159.35,NA,627.28,826.018604651163,807.905109489051,845.608490566038,581.68016194332,640.717680608365,1029.085,1346.3,1218.16198704104,979.553921568628,1153.15,560.56,NA,1861.57015164555,837.240963855422,739.152245345016,855.000567083824,1205.05764411028,NA,977.17202268431,829.899747262005,829.484848484848,1852.83018867925,731.96,865.723232323232,289.56,661.962614993149,NA,NA,NA,NA,653.473684210526,736.004950495049,314.94,679.655913978494,1032.75510204082,957.885404101327
"Honda - Civic Sedan Lxb 1.7 16v 115cv",NA,847.6,NA,NA,NA,749.096774193548,1147.2534562212,873.74,824.788944723618,1144.25,312.36,1702.24,770.074626865672,NA,1103,NA,1202.83333333333,NA,397.49,937.6546875,1009.6568627451,NA,673.442028985507,1183.98780487805,695.78,182.926829268293,691.862745098039,NA,NA,704.60243902439,NA,NA,NA,NA,NA,1059.08,NA,539.036585365854,NA,NA
"Honda - Civic Sedan Lxl 1.7 16v 130cv Aut 4p",771.484848484848,1306.82655246253,NA,1099.68433931484,1188.67385388319,961.689117929051,874.968373314238,1046.42901963213,887.0675024108,1165.55583900227,1235.33947368421,1272.58544998432,1156.47492385787,1363.35601173021,1128.8802919708,1217.75207373272,1090.3036809816,1038.53380625064,1038.8345551813,1195.00058072009,1381.94553805774,969.85219468498,1266.2902904328,1033.79336683417,1034.2548828125,1473.62442494219,1122.37012987013,1184.97302618626,964.727430555556,855.203185063153,1089.96443708335,NA,904.845360824742,1118.70638297872,1098.26993865031,941.508196721311,1047.49077490775,886.717411988582,1078.23463203463,1049.94745254745
"Honda - Civic Sedan Lxl 1.7 16v 130cv Mec 4p",1281.09219858156,1076.17342342342,780.24,1283.10600706714,1185.31501831502,869.249593760156,916.607407407408,1126.30357912893,839.867303453343,1161.22896440129,1399.79061371841,1244.40359986154,1114.88483268144,996.912216828479,919.793427230047,1164.69029126214,978.524517087667,859.368205966489,1085.15397679026,1153.91854686873,1381.08682376369,901.058350951374,1162.74487933482,1061.34485574306,766.561728395062,1191.99119170984,1177.19093851133,1165.54869684499,1119.06933333333,855.704431856048,1074.29112833764,1105.90683229814,813.06,803.122112211221,1598.10714285714,885.915520628683,1365.83969465649,802.906925452139,1051.24854142357,1078.24324958911
"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p",1647.74099390357,1502.79178048175,1523.44839192221,1663.98124031593,1555.03370303129,1250.37436942097,1225.25596223558,1351.24318717453,1147.63916205021,1631.97250916828,1427.22507286532,1731.05271880179,1478.06947225631,1570.23338047923,1403.61531933736,1478.36517977876,1487.25541257392,1297.05329599022,1331.9864513059,1537.72002659556,1750.59886655304,1172.20266854578,1591.46959064328,1345.51123312156,1171.73162692486,1775.15473910962,1350.35551514252,1493.78694890373,1416.40732009926,1130.23453903202,1410.47664356994,1820.40436241611,1862.81683168317,1219.94584147135,1411.77393715342,1429.26460150971,1747.8500988487,1201.15527574564,1389.25717826895,1356.38692147849
"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p",1551.18943239502,1485.75598954874,1459.83484750162,1597.94740346672,1474.43920770925,1201.60886262851,1202.02011537463,1346.65975843478,1111.53832936706,1537.84445332481,1416.23765772728,1664.32426714174,1514.02458718783,1527.51465113221,1368.3230517513,1437.28294251344,1462.07783086077,1233.17359019629,1289.93448140644,1494.26478352693,1851.21344777182,1151.40663915568,1426.5144343048,1308.4690418205,1093.90131508224,1649.27950350923,1323.93498268443,1471.85093131683,1483.64484073696,1089.4683916539,1383.166555929,1556.32863274065,1655.58680555556,1194.73997704667,1424.83194069199,1137.19744733938,1624.70146397474,1230.99311946209,1304.50178977447,1271.35744475353
"Honda - Civic Sedan Si 2.0 16v  192cv 4p",2069.38938053097,1809.05683192261,2435.1484375,2674.32315521629,1939.36545600976,1554.62179984484,1993.97521551724,1852.19368879217,1460.58712416866,2229.43869817209,1380.75814924764,2163.34639882411,2103.57925751326,2038.98495575221,2117.70394736842,1975.12949640288,1791.19565217391,2013.71351835273,1989.27977756031,2322.27377302523,2451.10386231739,1649.1406636949,2152.52996632997,2059.35106382979,1326.7088873338,1947.45464480874,2342.56483516484,1840.71227810651,1711.03975535168,1754.40044699104,2071.58701298701,NA,3746.36,1493.03298153034,1425.54,1723.60418280403,2301.75933609959,1856.74547023296,1929.84735812133,2090.02315006201
"Honda - Cr-v 2.0 16v Aut.",2348.62096774194,2642.26704545455,3533.64197530864,2187.77992633518,2244.85529017261,1856.96026959915,1955.23227645173,2035.14257620452,3267.30221553022,2168.09355883411,2014.69083585096,2516.42929814597,1897.29067245119,1452.91181873852,2742.63906581741,2446.81272727273,2608.5406360424,2468.52772080536,2128.36804967542,2062.40453904886,2082.28537598888,1982.44222054381,2111.81925189642,1979.46521001273,1922.07873090482,2406.36927073927,3007.77911646586,2228.71360294118,2324.76347305389,1960.39861883752,2053.81129032258,3026.24,NA,1979.41020793951,1225.22,2099.03146374829,1602.7,1859.20879120879,2036.91433278418,2173.42990654206
"Honda - Cr-v 2.0 16v Mec.",NA,NA,NA,NA,1122.41,627.52,400.177215189873,NA,1531.79,1357.17910447761,NA,1924.5,1507.38888888889,740.706766917293,NA,NA,NA,1757.54,96.344522955289,1221.97846567968,1317.84492784728,1248.78,1609.3125,1225.35643564356,NA,NA,1325.06382978723,1304.88888888889,NA,1872.44292237443,NA,NA,NA,NA,NA,2527.72,NA,NA,NA,1132.26
"Honda - Cr-v 2.4 16v 156cv Aut. 4p",NA,2012.92,NA,NA,NA,1233.8358974359,1641.25,NA,572.1,NA,1758.14,1587.62,1181.30693069307,1866.2,NA,NA,NA,1645.94,2697.20212765957,1745.68981556342,1631.29370629371,1855.07,1717.47991055333,1931.90588235294,NA,NA,NA,NA,NA,1824.6338028169,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432.72
"Honda - Cr-v Exl 2.0 16v 4wd Aut.",3516.98866855524,2737.11531690141,2766.16873449131,2931.30865541644,2626.05718997361,2144.02204404696,2356.57967523891,2351.07082331434,2269.18404381817,2537.84914241164,2555.95922746781,2700.60072351421,2507.8392923551,2452.49628226021,2449.59530261969,2830.499667332,2666.1633192389,2464.62512858193,2380.86280881371,2517.33723175631,2824.70338318894,2219.52256968629,2341.29441941384,2403.07675839056,2342.99041343358,3021.93423959218,2484.70811615785,2536.87273334075,2977.29660574413,2262.31078919069,2480.06513105639,3358.18181818182,3564.62910798122,2313.62121212121,2599.20317460317,2293.35466666667,2944.12807244502,2358.52249134948,2143.95472186287,2435.08754848413
"Honda - Cr-v Lx 2.0 16v 2wd Aut.",2534.18181818182,2327.87463093346,2941.28310502283,2587.16421568628,2191.0999192376,1995.81685752779,2109.24990689013,2065.66109373238,2002.37829169682,2266.25730920137,2178.31945113144,2509.37822260301,2213.472770488,2246.46473029046,1964.65869424693,2090.1705993087,2157.63472111334,2173.65659777424,2157.61828874976,2230.20563567738,2473.58519239957,1973.07413668196,2174.82951763859,2151.39370876259,2007.95347146492,2741.85291046724,2137.84156442659,2111.25856544461,2435.84417983726,2046.65415627554,1986.86053131589,2490.09763313609,NA,2078.24223869602,2052.7541322314,2043.2896039604,2478.92532795156,2109.05162257685,2011.55632183908,2203.26609749739
"Honda - Crf 230 F",NA,NA,NA,NA,NA,435.36,NA,NA,NA,NA,NA,578.5,NA,NA,NA,NA,NA,NA,NA,172.3125,NA,NA,NA,661.392857142857,NA,867.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416.526315789474,NA,631.42
"Honda - Dominator 650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Aut.",1365.92948717949,1036.50477617531,1425.48526077098,1206.50841121495,1122.27970344695,845.378245922025,1018.91792007609,1004.90758009305,846.986208436863,1165.72510661969,1007.66109033655,1169.28884754172,1103.53901788539,1132.61490299906,1076.39634364749,1090.26196473552,1053.27634760347,957.237384003535,1001.65059069373,1178.37288391547,1318.23110627372,831.450645530316,1179.24086675982,1015.23381046594,809.638955690272,1241.61155934833,870.595781466114,1111.80032332909,1189.07768595041,857.836262941405,975.052318216367,1204.27305605787,1163.32,969.229908215805,923.549028370804,868.332129281009,1157.80733689684,793.789403875912,1007.36507462687,1043.17061064296
"Honda - Fit Ex/ S 1.5/ Ex 1.5 Flex 16v 5p Mec.",1164.91833590139,965.387195121951,1226.25165562914,1106.07641716254,1096.04030990952,831.511373760137,970.703073455924,933.553700065488,813.810754189944,1089.05417829585,933.854966483852,1136.37647754137,1053.69911417996,1042.89069566054,1141.88245197271,1006.15410305343,957.346348884381,880.712838997597,990.146988487939,1116.74814125998,1259.66585835801,759.579716524342,1071.84713960258,983.8045233171,832.116179001721,1213.32601351351,913.49470338983,1045.4396921193,1057.77450980392,830.888810511984,933.462432223083,1346.45024875622,NA,803.39335428828,915.82751091703,879.724168912848,906.560897435898,852.652880975747,910.132445848375,968.752157096102
"Honda - Fit Exl 1.5 Flex 16v 5p Aut",2164.92626728111,1456.67668278201,998.42,1412.37070063694,1326.14926174497,1036.19387722095,1203.42580253042,1205.82841952634,988.450595970496,1552.83116883117,1494.44476744186,1336.21106719368,1332.85063776991,1348.04589051355,1049.17634854772,1321.946875,1427.76679841897,1389.91093474427,1159.25858335911,1505.57326876513,1665.83535492764,981.868755292126,1340.4271910724,1235.98622525755,953.522441651706,1488.53781068218,1183.13494809689,1455.89421651013,1208.66452648475,1671.81084355596,1251.74198988196,1605.29078014184,1113.75510204082,1065.54716981132,1280.00680272109,1091.97260273973,1490.71812080537,1074.23928860146,1533.73846153846,1320.83449235049
"Honda - Fit Exl 1.5 Flex 16v 5p Mec",2046.21100917431,1060.76,2283.4,1321.82409739411,1288.29651448208,926.948604992658,1113.25808068153,1073.51441753172,1015.8603974794,1370.18676677616,1462.4612244898,1352.97010869565,1282.93898908929,1266.02976190476,1363.07469510114,1410.32038834951,1485.65880217786,1008.62193362193,1155.68173956017,1364.61636471533,1547.02500237665,934.908923643054,1252.44185475957,1245.60080587135,871.434316353887,1699.79126213592,1062.64206642066,1149.05276256844,1487.77631578947,971.258029329778,1307.41330166271,1803.29,NA,1108.95774647887,1076.60975609756,936.715083798882,1321.67,1213.63001027749,1187.02816901408,1232.24816573155
"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Aut.",1260.18513274336,982.23172087003,1212.89031339031,1119.61981747641,1054.93202622545,799.729609659022,946.628451237468,968.070621078827,798.146552410655,1121.27308081062,906.00512320078,1096.51099388221,1013.14291140835,1079.49008966494,1015.04634742464,1065.3042534619,1055.96762641455,900.364131558987,910.029977444156,1107.6977701611,1259.71526713722,747.655938934447,1064.59644207679,975.880154894577,881.882307621973,1194.96420610828,830.203125874139,990.49752462257,1106.90080377403,762.568676052615,895.417549261767,1185.35020242915,1060.26,870.700229977002,927.052877138413,908.897593085297,1125.54596622889,716.414713583243,923.855939587569,961.10440430979
"Honda - Fit Lx 1.4/ 1.4 Flex 8v/16v 5p Mec.",1207.18619891808,977.376740776191,1288.00535357374,1064.23749782948,1033.56509027603,771.227972090527,895.226855479279,912.767849760556,755.725906488263,1063.8906133712,884.368870251511,1033.35487626936,966.123378887953,997.773684393708,885.366782685608,947.377480865023,934.167187679504,826.326073860153,909.254700628014,1052.98330747536,1218.63347976586,712.759871638072,1028.82891112615,910.148188274627,752.008808997646,1148.90405614835,839.137170283133,954.298820061792,1028.50082401413,765.341307171356,885.269746274382,1054.90604026846,928.129310344828,817.3147248781,883.198597709047,854.336073414334,1062.02674591382,778.57178437337,950.495875032245,904.832073808977
"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Aut.",1208.21558954119,995.688760848789,1646.54980079681,1117.30479575314,1116.44614622612,770.764824550679,962.365602736746,951.851490107689,798.932978074711,1066.07590878302,958.245787463492,1077.12144022475,1040.53244249954,1146.90370745941,1018.19230314467,1083.8627408056,1061.75532029763,878.787866515471,1025.04146042583,1134.66234545826,1252.38105270266,757.925928705441,1097.98348811351,958.515289767803,903.711060948081,1131.68616616594,880.327344326351,1058.58827410689,1142.86656076251,787.377487378903,913.114985072138,1116.10638297872,825.620467605432,787.82117380627,926.703703703704,864.846209700842,1214.84127947478,733.482488555513,961.778038755138,957.235858025588
"Honda - Fit Lxl 1.4/ 1.4 Flex 8v/16v 5p Mec.",1110.45352669743,984.939864072124,1559.46994535519,1044.22098069987,1069.73089577433,765.788333213748,941.59008575028,946.057247078091,770.978954771568,1072.26222536104,925.021739130435,1087.21037521038,1014.40548318498,1007.21375344582,1000.14775086451,998.603359173126,1016.52866739572,818.390628915059,957.836010836339,1088.64102320494,1225.7905817387,765.681640625,1087.22574499368,946.303117327868,777.274147274466,1130.27091889117,929.906147810889,997.246774864752,1126.06822003363,799.810970952106,908.836820898813,1246.74240753576,1023.14,857.563626797772,860.652841781874,884.387814294456,1037.09290030211,810.331977572718,933.896017300414,951.755437214714
"Honda - Gold Wing 1500/ 1800",1716.19230769231,NA,NA,NA,1867.14,2841.615,3196.09027777778,2241.93220338983,2672.38,1923.91089108911,NA,5330.18032786885,4253.44966442953,2877.25806451613,3022.42,2017.90697674419,NA,1362.4,3213.03142857143,3352.65194875988,2497.88926174497,1854.40773809524,4448.08522727273,3092.27491408935,2206.35616438356,NA,NA,2002.28,1841.90909090909,2718.40668523677,NA,NA,NA,2140.64,3790.6,1507.68041237113,NA,1383.32296973495,NA,2622.375
"Honda - Magna 750",NA,NA,NA,NA,NA,NA,NA,NA,1249.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.25,1262.03529411765,1254.58415841584,NA,1072.63,2170.15625,NA,NA,NA,NA,NA,750.06968641115,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.68
"Honda - Nx 150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Nx 200",NA,NA,NA,NA,NA,NA,NA,NA,428.32,NA,NA,79.92,526.245967741935,NA,NA,NA,NA,NA,NA,304.555555555556,253.63,NA,NA,603.606837606838,NA,NA,NA,145.52,NA,365.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Nx 350 Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.714285714286,485.990909090909,281.52,NA,NA,NA,NA,NA,842.600938967136,495.932914046122,380.625,NA,514.45,NA,NA,NA,245.88,NA,460.849710982659,NA,NA,NA,NA,NA,NA,NA,NA,57.3,NA
"Honda - Nx-4 Falcon 400",827.182692307692,626.902290076336,NA,855.036960985626,817.936817653891,482.302621334025,519.084466871435,539.850348197938,600.200360011077,777.07625,547.987357774968,628.670758928572,937.812788273204,880.672831632653,1357.57387565269,662.546341463415,671.085897435897,553.967128027682,654.763145082765,1322.20434027778,1018.91836446951,439.634730538922,718.722188170395,638.114171999376,505.681704260652,865.834293948127,650.590551181102,699.004570848146,NA,714.252356512822,712.067219917012,NA,424.16,459.838383838384,815.287769784173,653.593507751938,623.98,715.758552793502,522.746716697936,877.984279174225
"Honda - Nxr 125 Bros Es",462.01,224.2,583.15625,NA,405.013257575758,342.896551724138,315.893333333333,269.338461538462,274.422680412371,331.537634408602,239.609756097561,385.405643738977,399.318518518518,407.96,208.06,211.333333333333,477.05614973262,605.475609756097,365.011204481793,877.44502617801,440.628205128205,361.975,444,382.204402515723,397.86,368.302255639098,449.29,384.126506024096,NA,155.973654066438,347.107569721116,332.05223880597,NA,55.1283783783784,NA,379.780952380952,NA,320.890625,411.74,406.46
"Honda - Nxr 125 Bros Ks",NA,NA,NA,445.894736842105,296.506493506493,70.1818181818182,347.306930693069,408.852534562212,391.932330827068,NA,NA,361.721153846154,597.035714285714,NA,552.84,NA,1556.44,421.75,1562.75438596491,377.167346938775,NA,505.74,170.71875,483.071174377224,NA,648.078947368421,NA,412.889285714286,NA,261.457516339869,862.166666666667,NA,NA,NA,463.357142857143,238.322033898305,792.285714285714,286.54,356.93,433.79746835443
"Honda - Nxr 150 Bros Es",348.324152542373,518.494456762749,586.447115384615,479.159232827832,469.796567141558,417.260312151617,519.240572171651,411.195395197496,417.520707444597,497.515705225008,304.31843575419,427.99070304764,607.120763537203,565.285242290749,671.575238739947,480.176907018728,471.104287586594,723.793193717277,778.51615051615,733.905854193677,599.163082870259,323.063553201733,591.593149038462,407.557253703268,181.982702702703,638.344547940127,439.496604536917,418.755712222883,388.362218370884,447.220316088073,485.497060552616,595,492.759933774834,631.603453893776,429.78813559322,310.024172359432,511.065536723164,538.301875732708,378.402290622763,532.192299278057
"Honda - Nxr 150 Bros Esd",435.280339805825,491.20263671875,682.027027027027,671.446765668261,559.760353871448,438.843912591051,515.331030512378,414.156339468303,393.295363352652,507.042624521073,326.626302083333,454.615321392346,587.867751780264,620.952,782.828400149869,500.421763085399,488.992011278195,577.594643462742,503.835158150852,853.006247439574,642.556154406748,275.187578682333,633.914666666667,456.784797047971,311.564308681672,676.994283121597,477.348923533779,412.901894200668,653.444870565676,370.856560717196,511.926035502959,327.31970260223,564.762004175365,426.822800495663,248.708333333333,333.93664921466,423.201401050788,465.569018404908,352.278721278721,621.763542795233
"Honda - Nxr 150 Bros Ks",299.251748251748,567.03390949022,521.240740740741,275.116760828625,523.034729145896,339.454638124363,627.921085080148,394.326844106464,411.827543035994,464.595652173913,228.964705882353,531.8383952006,699.253575950258,251.031987208119,524.35773480663,629.63915547025,548.749568221071,3001.8996763754,446.118995633188,432.692458273233,564.299833194329,350.311835106383,523.932411067194,463.211014277768,266.896262395118,704.744169357732,191.102395619439,320.588849852071,444.365951742627,460.648779612348,495.303104077906,NA,342.014285714286,89.0463096960926,374.149425287356,269.379657603223,598.517391304348,522.17714440313,385.617391304348,562.268143398426
"Honda - Odyssey Ex Van Aut (6 Lug.)",NA,NA,NA,NA,NA,NA,1091.63636363636,NA,NA,NA,NA,NA,812.073333333333,NA,NA,NA,NA,NA,NA,1460.36565977742,1696,NA,NA,1643.96,728.837209302326,NA,NA,NA,NA,1410.6393442623,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579.38
"Honda - Odyssey Van Lx Aut (6 Lug.)",NA,NA,NA,NA,NA,NA,1397.58,NA,1505.61,NA,NA,NA,867.676,NA,NA,NA,NA,NA,1624.2,1843.27272727273,806.056818181818,NA,NA,1189.82,NA,NA,NA,2100.44444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Passport Lx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Pop 100 97cc",138.302681992337,244.16801948052,346.916230366492,129.212171052632,467.484146484146,344.360335195531,435.767441860465,383.318226795963,269.31592039801,240.330960854093,20.568345323741,229.872340425532,419.36559139785,221.03765060241,323.823076923077,173.01028277635,238.323093220339,291.61356466877,77.9937888198758,210.460278460278,219.625352112676,259.816326530612,330.56270096463,133.089783281734,312.17037037037,342.644006508769,225.210638866613,276.158229284903,89.4595435684647,274.913924050633,370.781497603568,NA,NA,336.787524366472,53.1451612903226,61.294,278.025390625,257.765517241379,109.54958677686,417.841772151899
"Honda - Prelude Coupe S 2.2",NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842.084592145015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Prelude Si",NA,NA,NA,1062.26,1288,NA,883.247524752475,NA,NA,NA,2301.5,NA,NA,873.368983957219,NA,NA,NA,NA,581.741935483871,1018.76068376068,177.723320158103,NA,1076,88.69,137.74,NA,NA,NA,NA,1292.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Shadow 1100 Ac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1801.72368421053,NA,NA,NA,NA,NA,NA,1418.40552016985,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.380952380952,NA,NA,NA,NA,NA,NA,NA,82.44,NA,1202.52
"Honda - Shadow Am 750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.94,NA,NA,NA,NA,NA,NA,1079.67624810893,NA,NA,NA,NA,NA,NA,NA,NA,NA,759.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Shadow Vt 1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435.52156057495,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934.28571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Honda - Trx 350 Fourtrax Fm Quadriciclo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
